domain,sentence
restaurants,Oh yes  and they lie on the phone  claiming they have seating in the garden  then of course the seats are not available .
restaurants,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .
restaurants,The food was very good  a great deal  and the place its self was great .
restaurants,The food options rule .
restaurants,A great choice at any cost and a great deal .
restaurants,We ate here in March  2006 and ordered the pre-theatre 3-course dinner with wine flight .
restaurants,"Probably much busier for lunch  it ""s"" seldom crowded for dinner -LRB- too close to downtown -RRB- ."
restaurants,Their calzones are horrific  bad  vomit-inducing  YUCK .
restaurants,It takes forever to get a drink and they almost always forget to bring something -LRB- although they dont forget to charge you for it .
restaurants,The place itself is beautiful the bar scene seems to be happening .
restaurants,Saturday  Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us .
restaurants,Good spreads  great beverage selections and bagels really tasty .
restaurants,First  the waiter who served us neglected to fill us in on the specials  which I would have chosen had I known about them .
restaurants,Also  top the meal with a delicious and perfect slice of tiramisu .
restaurants,Check out the secret back room .
restaurants,"It ""s"" also attached to Angel ""s"" Share  which is a cool  more romantic bar ..."
restaurants,Authentic food and they have REAL service  not just the rush you get sometimes when they try to push you out the door .
restaurants,Stick to the gulab jamun .
restaurants,I am amazed by the poor reviews - I find this place to be standout Italian in an area flooded with Italian - great prices  great atmosphere  good service and a wonderful wine list .
restaurants,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .
restaurants,With the theater 2 blocks away we had a delicious meal in a beautiful room .
restaurants,"We ""ve"" only eaten in the restaurant once  but we have ordered many times for dinner ."
restaurants,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .
restaurants,The food is great and reasonably priced .
restaurants,I would definitely recommend SEA if you like thai cuisine !
restaurants,"Over the years the host  Vittorio  and his crew  have always treated me as family -- although with all the business this not-so-little gem does  it amazing he ""s"" even able to remember a consistent but not-so-frequent visitor ."
restaurants,The restuarant itself is not large  but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese .
restaurants,"My husband said he could ""ve"" eaten several more  the portion was fine for me he even exclaimed that the french fries were the best he has had ."
restaurants,It is the type of place to run into old friends and have a late  raucus dinner .
restaurants,The food is delicious - from the specials to the regular menu-fare  the dishes are never a disappointment .
restaurants,Prices are in line .
restaurants,"The combination of fresh tomato sauce  fresh mozz cheese  basil and the dough they make with imported flour  makes this is one of the better pizza ""s"" in NY ."
restaurants,The food is prepared quickly and efficiently .
restaurants,For all of you new to Indian food  try the Paneer Roll  it is a piece of heaven .
restaurants,The food looked very appetizing and delicious since it came on a variety of fancy plates .
restaurants,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal .
restaurants,The food is terrible and overall  I would have to say avoid at all costs .
restaurants,Unfortunately  the food was NOT something to get worked up about .
restaurants,"It ""s"" constantly open  catering to the Pakistani cabbies lined up on Crosby St.  so there ""s"" more turnover with the food than you ""d"" expect -LRB- i.e.  surprisingly fresh -RRB- ."
restaurants,I had Filet Mignon with garlic mash .
restaurants,I went at 6:00 PM specifically for the pre-theater menu -LRB- $ 19.95 for roasted tomato soup with chevre  steak frites  creme brulee -RRB- and it was marvelous .
restaurants,The waitstaff were attentive  polite and helpful - an impressive feat in such close quarters .
restaurants,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes  however be warned that the ""Peters"" Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciut"
restaurants,The large selection of bruschettas  paninis  tramezzinis keep the palate from stagnating .
restaurants,Have always found that the waiters will go out of their way to be helpful  despite the fact they are often busy with lots of diners .
restaurants,"While this is ""nt"" classical restaurant fare  the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs ."
restaurants,The owner truly caters to all your needs .
restaurants,He takes real pride in his food and his business .
