,domain,sentence,aspects
210,restaurants,"Since it literally is a complete hole in the wall  it ""s"" a bit intimidating at first  but you get over that very quickly as soon as the friendly staff welcomes you - do ""nt"" hesitate to ask for help with what to get .","['it', 'a complete hole', 'the wall', 'it', 'you', 'that', 'the friendly staff', 'you', 'help', 'what']"
211,restaurants,Based on the reviews for dinner  this is a place I would reconsider revisiting for that  but definitely not for Dim Sum again .,"['the reviews', 'dinner', 'this', 'a place', 'I', 'that', 'Dim Sum']"
212,restaurants,"It costs $ 2 extra to turn a regular roll into an inside-out roll  but the roll more than triples in size  and that ""s"" not just from the rice .","['It', 'a regular roll', 'an inside-out roll', 'the roll', 'triples', 'size', 'the rice']"
213,restaurants,"When he finally did  he was unable to make a gin and tonic -- could ""nt"" find tonic .","['he', 'he', 'a gin', 'tonic', 'tonic']"
214,restaurants,"The dim sum is ok but does ""nt"" taste that fresh  and the little dishes do ""nt"" look steamy hot as they should -LRB- also note lack of Chinese here -RRB- .","['The dim sum', 'does ""nt"" taste', 'that', 'the little dishes', 'they', 'should -LRB-', 'lack', 'Chinese']"
215,restaurants,"The service is ok  some of the people did ""nt"" get what they asked for .","['The service', 'some', 'the people', 'what', 'they']"
216,restaurants,If you want good authentic Thai this place is not the place to go .,"['you', 'good authentic Thai', 'this place', 'the place']"
217,restaurants,I recommend getting a reservation even though we saw people seated without one .,"['I', 'a reservation', 'we', 'people']"
218,restaurants,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .,"['The only thing', 'I', 'their Grilled Chicken special', 'Edamame Puree']"
219,restaurants,If you want some roast duck  pork or chicken on rice with ginger  try them out !,"['you', 'some roast duck  pork', 'chicken', 'rice', 'ginger', 'them']"
220,restaurants,You order from a menu  so you leave feeling like you missed the full experience .,"['You', 'a menu', 'you', 'you', 'the full experience']"
221,restaurants,Staff is very accomodating .,['Staff']
222,restaurants,"I went to Del Frisco ""s"" Friday night with my boyfriend for an 8:00 reservation .","['I', 'Del Frisco ""s', 'my boyfriend', 'an 8:00 reservation']"
223,restaurants,yourself a favor and have dinner here and see if you dont agree with me .,"['yourself', 'dinner', 'you', 'me']"
224,restaurants,Very popular style Izakaya -LRB- Sake and small portion of sake-friendly dishes -RRB- .,"['Very popular style', 'Sake and small portion', 'sake-friendly dishes', '-RRB-']"
225,restaurants,The food was terrific and the service classy  attentive  without being overbearing .,"['The food', 'the service classy  attentive']"
226,restaurants,This is an amazing place to try some roti rolls .,"['This', 'an amazing place', 'some roti rolls']"
227,restaurants,Fresh ingredients and everything is made to order .,"['Fresh ingredients', 'everything']"
228,restaurants,We have never had any problems with charging the meal or the tip  and the food was delivered quickly  but we live only a few minutes walk from them .,"['We', 'any problems', 'the meal', 'the tip', 'the food', 'we', 'only a few minutes', 'them']"
229,restaurants,Quick and friendly service .,['friendly service']
230,restaurants,They are tasty  but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system .,"['They', 'I', 'meat', 'they', 'that', 'the average American digestive system']"
231,restaurants,"Try the hot dogs too  they ""re"" snappy and delicious .","['the hot dogs', 'too  they']"
232,restaurants,Delivery is fast too .,['Delivery']
233,restaurants,The noise level was unbearable  conversation impossible .,"['The noise level', 'unbearable  conversation']"
234,restaurants,Personal pans are the perfect size for those hungry nights .,"['Personal pans', 'the perfect size', 'those hungry nights']"
235,restaurants,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls .,"['the Spicy Fried Clam Rolls', 'Spider Rolls']"
236,restaurants,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way .,"['the earlier people', 'the restaurant', 'the', 'the menu', 'a positive way']"
237,restaurants,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon .,"['The atmosphere', 'your', 'a laid back scene', 'an inexpensive way']"
238,restaurants,Odd for Ave B  not just odd  The place attracts an eclectic crowd to say the least .,"['Ave B', 'The place', 'an eclectic crowd']"
239,restaurants,Instead of wasting your time here : SUPPORT RESTAURANTS THAT CARE ABOUT FOOD .,"['your time', 'THAT', 'FOOD']"
240,restaurants,just got back from lunch at Tamarind and it was excellent .,"['lunch', 'Tamarind', 'it']"
241,restaurants,"head and shoulders above its neighboors on east 6 st  taj mahal is also very comparable  in food quality  to the much overpraised -LRB- and underdeserving -RRB- baluchi ""s"" .","['head', 'shoulders', 'its neighboors', 'east 6 st  taj mahal', 'food quality', 'the much overpraised -LRB-', '-RRB- baluchi ""s']"
242,restaurants,The man that was hosting promised to save a table for our party of 7  then sat a party of 2 at the very table he was saving -LRB- mean while there were boths open all around -RRB- .,"['The man', 'that', 'a table', 'our party', 'a party', 'the very table', 'he', 'boths', '-RRB-']"
243,restaurants,Try the cheesecake !,['the cheesecake']
244,restaurants,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,"['we', 'the subpar food', 'the manager', 'a couple', 'his employees', 'the wrong containers', 'condiments', 'them', 'these containers']"
245,restaurants,Great Indian food and the service is incredible .,"['Great Indian food', 'the service']"
246,restaurants,Decor is nice and minimalist  food simple yet very well presented and cooked  and the wine list matches the food very well .,"['Decor', 'food', 'the wine list', 'the food']"
247,restaurants,I had the salmon dish and while it was fine  for the price paid  I expected it to have some type of flavor .,"['I', 'the salmon dish', 'it', 'the price', 'I', 'it', 'some type', 'flavor']"
248,restaurants,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .,"['We', 'a tuna melt', 'it', 'cheese', 'which', 'it']"
249,restaurants,Especially liked chicken tikka and the naan  and the dals .,"['chicken tikka', 'the naan', 'the dals']"
250,restaurants,The waiters were not attentive except that the bill turned up on the table before we were finished .,"['The waiters', 'the bill', 'the table', 'we']"
251,restaurants,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty .,"['The restaurant', 'beautiful green lawns', 'the Hudson River', 'the Statue', 'Liberty']"
252,restaurants,The sangria was pretty tasty and good on a hot muggy day .,"['The sangria', 'a hot muggy day']"
253,restaurants,"Do ""nt"" eat here unless you ""re"" starving for thai food and you work next door .","['you', 'thai food', 'you']"
254,restaurants,For the people who want great food plus great service  Roxy is a place to AVOID !,"['the people', 'who', 'great food', 'great service', 'Roxy', 'a place', 'AVOID']"
255,restaurants,I had the best ravioli ever .,"['I', 'the best ravioli']"
256,restaurants,Ive been here a bunch of times now and the service is always outstanding .,"['I', 'a bunch', 'times', 'the service']"
257,restaurants,The bill is approximately $ 25 for 2 at lunch without drinks .,"['The bill', 'lunch', 'drinks']"
258,restaurants,Quite frankly  this is some of the worst sushi I have ever tried .,"['this', 'some', 'the worst sushi', 'I']"
259,restaurants,The food is great  service is ok .,"['The food', 'great  service']"
260,restaurants,The overall price tag was very very expensive  something I did expect .,"['The overall price tag', 'something', 'I']"
261,restaurants,Spice is great Thai food  love the inexpensive appetizers .,"['Spice', 'great Thai food', 'the inexpensive appetizers']"
262,restaurants,The service was attentive .,['The service']
263,restaurants,He not only makes his own homemade mozzarella  but every pie is ultra fresh .,"['He', 'his own homemade mozzarella', 'every pie']"
264,restaurants,Fish was overdone .,['Fish']
265,restaurants,"When you ""re"" sitting in their main dining room -LRB- which has a spectacular  hand-painted high ceiling -RRB- you ""d"" never know there was a world outside .","['you', 'their main dining room', 'which', 'a spectacular  hand-painted high ceiling', 'you', 'a world']"
266,restaurants,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service .,"['We', 'Bread Bar', 'January restaurant week', 'the menu selections', 'service']"
267,restaurants,also make sure you pay attention to the music being piped in - quite a weird selection .,"['you', 'attention', 'the music', 'quite a weird selection']"
268,restaurants,The establishment scores big points in presentation and style .,"['The establishment', 'big points', 'presentation', 'style']"
269,restaurants,Good food .,['Good food']
270,restaurants,The wait staff is very friendly  if not overly efficient .,['The wait staff']
271,restaurants,The dim sum however was very good .,['The dim sum']
272,restaurants,Service has always been friendly and efficient .,['Service']
273,restaurants,Went there and had a combination of different seafood dishes and appetizers .,"['a combination', 'different seafood dishes', 'appetizers']"
274,restaurants,Its a great place for a casual date or to entertain clients for lunch .,"['Its a great place', 'a casual date', 'clients', 'lunch']"
275,restaurants,All we received was an apology as we left to see our show without dinner .,"['All', 'we', 'an apology', 'we', 'our show', 'dinner']"
276,restaurants,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived .,"['The table', 'us', 'he', 'the grapes', 'himself', 'their long overdue bottle', 'wine']"
277,restaurants,Prices are very good .,['Prices']
